date,username,review,rating,platform,developerResponse,language
2024-04-04,李育緯,又爛又難用，反直覺的設計，時常出現錯誤畫面，不明白一間這麼有規模的企業怎麼有辦法設計出這麼低端的應用程式,1,Android,"Hej, 謝謝你願意花時間讓我們知道你遇到的問題，我們將請相關單位持續優化APP，謝謝。",zh
2024-04-03,Chou,這是一個整人的app嗎？要更新電話號碼卻無法收到手機驗證碼，程式設計師要加油了，如果能力不到，是不是換一位程式設計師來撰寫這個app。,1,Android,"Hej, 謝謝你願意花時間讓我們知道你遇到的問題，我們將請相關單位持續優化APP，謝謝。",zh
2024-04-02,劉盲,App真的是爛的可以，有夠難操作，還常常結不了帳，要不然就是出現空白打不開,1,iOS,,zh
2024-03-30,Gatorhsu,"已經在登入狀態下，不管是要儲存喜愛商品還是加到購物車，都顯示要先登入
重新輸入後，又顯示電子信箱無效（那收到你們的電子郵件是怎麼回事？）
以為官方App重新上架後會比較好用，但完全是個大失望😡",1,iOS,,zh
2024-03-27,小橘不知道,"訂單一直未處理
也沒有客服管道
也看不到大概配送時間
所以我要空等到什麼時候",1,iOS,,zh
2024-03-27,Sean C,一直叫我手機驗證也收不到簡訊,1,Android,"Hej, 如果有任何問題歡迎聯繫客服，IKEA客服電話： 412-8869(手機+02)",zh
2024-03-25,Hsieh Changlin (Gianluigi),登入顯示email錯誤，重新綁定跳到404的line頁面，這樣還要趕328上線…,1,Android,"Hej, 如果有任何問題歡迎聯繫客服，IKEA客服電話： 412-8869(手機+02)",zh
2024-03-15,fatgoose2000,"無限廻圈，是趕走客戶的最佳手段
還給不給人用啊！",5,iOS,,zh
2024-03-11,09ken,非常卡頓，我用iphone 15 pro max ，購物體驗極差,1,iOS,,zh
2024-03-11,被龍蝦咬,"沒用過這麼爛的App,",1,iOS,,zh
2024-03-09,陳宥中,app內是否顯示會員卡,1,Android,"Hej, 謝謝你願意花時間讓我們知道你遇到的問題，我們將請相關單位持續優化APP，謝謝。",zh
2024-03-08,Air,手機認證都收不到阿 也照官網確認沒開啟企業簡訊阻擋了阿,1,Android,,zh
2024-03-03,robin bo-hung Chen,真的好難用，一直跳出,1,iOS,,zh
2024-03-03,Yu Ting Shih (樹里),Line也跳不過去，也沒有可以直接開會員條碼的地方，在網路滿格的地方商品頁面也開不太出來，真的要加油欸。,1,Android,"Hej, 謝謝你願意花時間讓我們知道你遇到的問題，我們將請相關單位持續優化APP，謝謝。",zh
2024-03-03,冠綸,會員無法使用 忘記密碼有沒有收到簡訊請處理,1,Android,"Hej, 如果有任何問題歡迎聯繫客服，IKEA客服電話： 412-8869(手機+02)",zh
2024-02-25,BlueTear,跑超慢,1,Android,"Hej, 謝謝你願意花時間讓我們知道你遇到的問題，我們將請相關單位持續優化APP，謝謝。",zh
2024-02-24,Pei Yu Tu,到底要驗證身份幾次？確認是卡友還是無法開啟，解除安裝,2,Android,"Hej, 如果有任何問題歡迎聯繫客服，IKEA客服電話： 412-8869(手機+02)",zh
2024-02-23,lo-we Lee,驗證碼一直發不出來，又一堆重複資訊要填寫。已經是會員，弄了半小時還無法登入。,1,Android,"Hej, 如果有任何問題歡迎聯繫客服，IKEA客服電話： 412-8869(手機+02)",zh
2024-02-21,Angela Kao,怎麼可以這麼難用，每次打開購物車都說沒資料，轉半天，加入我的最愛也是沒資料。😑,1,Android,"Hej, 謝謝你願意花時間讓我們知道你遇到的問題，我們將請相關單位持續優化APP，謝謝。",zh
2024-02-20,RYAN LI,請問滿額集點兌換贈品活動不辦了嗎?久久都沒有更新了,1,Android,,zh
2024-02-19,Yuan J.,下單完才知道物流狀態根本無法查詢，爬文看到有網友買下單5天後仍沒收到貨，早知道就不買了。,1,Android,,zh
2024-02-17,heat5min,庫存設定分店：庫存總是先顯示線上購物的庫存，然後自己得改到想查詢的分店看庫存。如果看另一個產品那就又得改分店。不能在App裡設定自己常用的分店嗎？,4,Android,,zh
2024-02-16,不太好连上,關鍵字搜索幾年來都很難用,1,iOS,,zh
2024-02-15,Wei Lin,使用體驗很差，購物後評價使用體驗選不滿意跳到404，根本是工程師在搞鬼，已經下單，帳戶還顯示0個訂單處理，web跟app不能同時開購物。,1,Android,,zh
2024-02-13,queenmylife,宅配選擇地址部分已選帳單地址但無法順利下單、更該區域甚至搜尋不出東西,1,iOS,,zh
2024-02-12,Eddie,永遠收不到的手機驗證碼/ 已解決，只能從電腦版網頁去取得手機驗證碼,3,Android,"Hej, 謝謝你願意花時間讓我們知道你遇到的問題，為了確認你遇到的狀況，請來信至: onsales@ikea.com.tw提供帳戶資訊，我們將協助為你處理，謝謝。",zh
2024-02-07,fuyeeeeeeeeeeeeeeeeee,今天要登入一直顯示手機號碼未驗證 進入驗證畫面以後又顯示手機號碼已綁定 今天以前都不會這樣！不知道為什麼每次數位產品來到台灣就變得很爛！經費不足還是怎樣真的不懂 什麼宜家卡升級根本是降級,1,iOS,,zh
2024-02-04,Yen.Chih.Huang,"不能改帳單地址又是哪招？
只能新增地址
不讓人搬家嗎？",1,iOS,,zh
2024-01-30,He200322,如題,3,iOS,,zh
2024-01-29,陳芊羽,原本說已經成為卡友，結果又沒有，還一直跳掉,1,Android,"Hej, 謝謝你願意花時間讓我們知道你遇到的問題，為了確認你遇到的狀況，請來信至: onsales@ikea.com.tw提供帳戶資訊，我們將協助為你處理，謝謝。",zh
2024-01-28,張ktoxox,反應很慢很lag,2,iOS,,zh
2024-01-19,Max T.,“我的最愛”商品排序，希望可以按收藏日期新/舊排序。,4,Android,"Hej, 謝謝你願意花時間讓我們知道你遇到的問題，我們將請相關單位持續優化APP，謝謝。",zh
2024-01-19,劉小櫻,卡卡的，一直轉圈圈,5,Android,"Hej, 謝謝你願意花時間讓我們知道你遇到的問題，我們將請相關單位持續優化APP，謝謝。",zh
2024-01-08,兔紙 TuZih,我在APP已經登入了，修改資料還要跳轉到網頁輸入身分證跟生日再驗證一次，填好送出又顯示錯誤要找客服，拜託一下，我只是要改個地址而已欸，你們的工程師這樣不行哦,1,iOS,,zh
2024-01-08,I’m Wesley,"Hej, 你們的網站會員系統很有問題，重設密碼時，輸入18碼的密碼，跳錯誤訊息，說我的密碼長度不足6碼，是在Hej? 好不容易成功重設密碼之後，登入時跳出帳號密碼錯誤，三次都是同樣的結果，是在Hej?",1,iOS,,zh
2024-01-04,ernie tang,十分建議宜家高層實際使用該APP體驗一下購物流程，十分糟糕的購物體驗，進去購物車載入超級久，久到懷疑人生，甚至直接去店面買比較快了（還是其實就是要消費者去店面購買）。,1,Android,"Hej, 謝謝你願意花時間讓我們知道你遇到的問題，我們將請相關單位持續優化APP，謝謝。",zh
2023-12-31,Leeyifrank,不能根據先後時間，價格，類別，來做排序，預設排序是亂排根本沒有任何邏輯，超級難找。產品經理是沒有網購過嗎？上線前沒測試過嗎？,2,iOS,,zh
2023-12-30,郭薔,不是難用，是不能用。,1,Android,"Hej, 謝謝你願意花時間讓我們知道你遇到的問題，我們將請相關單位持續優化APP，謝謝。",zh
2023-12-28,。哈哈421463,真的跑很慢，等到都不想買了,1,iOS,,zh
2023-12-27,Alicia Tseng,要升級成line好友，連結卻無法開啟Line，然後回首頁也是就選單而已，沒有其他內容嗎？完全不清楚這個app的用途，上網頁跳出要下載，以為是可以在app上選購，但看起來不是，下載有點浪費時間。,1,Android,"Hej, 謝謝你願意花時間讓我們知道你遇到的問題，為了確認你遇到的狀況，請來信至: onsales@ikea.com.tw提供相關資訊，我們將協助為你處理，謝謝。",zh
2023-12-27,Chris Chang,又慢又爛,1,Android,"Hej, 謝謝你願意花時間讓我們知道你遇到的問題，我們將請相關單位持續優化APP，謝謝。",zh
2023-12-25,黃獻龍,無法跟世界接軌嗎？為什麼單獨一個宜家台灣？,3,Android,,zh
2023-12-25,DoubleTouch,辦好帳號，無此帳號，重辦，此電話信箱已使用,1,Android,"Hej, 謝謝你願意花時間讓我們知道你遇到的問題，為了確認你遇到的狀況，請來信至: onsales@ikea.com.tw提供帳戶資訊，我們將協助為你處理，謝謝。",zh
2023-12-19,譚潤華,換頁太慢,4,Android,"Hej, 謝謝你願意花時間讓我們知道你遇到的問題，我們將請相關單位持續優化APP，謝謝。",zh
2023-12-17,神與小丑,爛死了是要多卡，分店貨架功能還沒辦法顯示,1,Android,"Hej, 謝謝你願意花時間讓我們知道你遇到的問題，我們將請相關單位持續優化APP，謝謝。",zh
2023-12-15,Hi海哥,從10月更新版本到現在，不論Android或iOS，啟動app之後30分鐘還在載入中，很爛，算了，刪除不用！,1,iOS,,zh
2023-12-15,Higo Hsu,從10月更新版本到現在，不論Android或iOS，啟動app之後30分鐘還在載入中，很爛，算了，刪除不用！,1,Android,,zh
2023-12-11,陳家豪,無法使用 結帳就閃退,1,Android,"Hej, 謝謝你願意花時間讓我們知道你遇到的問題，我們將請相關單位持續優化APP，謝謝。",zh
2023-12-10,Meatball3127,叫人家多使用線上訂餐 結果App裡面根本沒有可以按的 上網搜尋也是導回App 結果根本連結不到點餐畫面 是在開玩笑嗎？ 什麼奇怪的服務 線上訂餐都是講假的 根本沒有這個功能,1,iOS,,zh
2023-12-09,范晏寧,永遠都在載入中，怎麼樣都跑不出內容,1,Android,"Hej, 謝謝你願意花時間讓我們知道你遇到的問題，我們將請相關單位持續優化APP，謝謝。",zh
2023-12-07,熟鴨,哪個天才做出這種無直覺的爛介面？,2,Android,"Hej, 謝謝你願意花時間讓我們知道你遇到的問題，我們將請相關單位持續優化APP，謝謝。",zh
2023-12-05,楊佳真,傻眼,1,iOS,,zh
2023-12-05,WK,有夠難用 登不進去,1,Android,"Hej, 謝謝你願意花時間讓我們知道你遇到的問題，我們將請相關單位持續優化APP，謝謝。",zh
2023-12-01,yu yu,瘋狂當機打不字……,1,Android,"Hej, 謝謝你願意花時間讓我們知道你遇到的問題，我們將請相關單位持續優化APP，謝謝。",zh
2023-11-29,Boris yee,爛 連登入都登不進去,1,Android,"Hej, 謝謝你願意花時間讓我們知道你遇到的問題，我們將請相關單位持續優化APP，謝謝。",zh
2023-11-28,KQ Y,下載好APP要辦卡，填寫完EMAIL欄位後，一直無法進行下一步，請改善,1,Android,"Hej, 謝謝你願意花時間讓我們知道你遇到的問題，我們將請相關單位持續優化APP，謝謝。",zh
2023-11-27,Staronocean,"沒用過這嘛難用的註冊系統 麻煩 複雜 又無法註冊
都2023年了 還在用20年前的註冊方法？
拜託一下 你們是ikea 全台灣最好的品牌之一
卻是 全台灣最爛的註冊系統",1,iOS,,zh
2023-11-19,邱亮穎,有夠難用，各種跳開，各種轉,1,Android,"Hej, 謝謝你願意花時間讓我們知道你遇到的問題，我們將請相關單位持續優化APP，謝謝。",zh
2023-11-18,Motoko Mei (素子迷),東西加入購物車但切至購物車頁面不斷轉圈無法顯示,1,Android,"Hej, 謝謝你願意花時間讓我們知道你遇到的問題，我們將請相關單位持續優化APP，謝謝。",zh
2023-11-17,Willy,按一個登入等了半小時，優質APP,1,Android,"Hej, 謝謝你願意花時間讓我們知道你遇到的問題，我們將請相關單位持續優化APP，謝謝。",zh
2023-11-15,iamam20,terrible lag while use app,1,iOS,,en
2023-11-14,jericho hsiao,為什麼會自動清空我的購物車，花了整天時間找來的商品，過了一晚全部被清空，不要給你們家買了，浪費時間。,1,Android,,zh
2023-11-10,張哲瑋,商品滑到一半都會突然跑圈圈 然後回到最上層==,1,Android,,zh
2023-11-09,Owen_Pan,效率極差，帳號密碼無法登入2023/11月了問題一直還在。,1,iOS,,zh
2023-11-09,Sh gabi,"1. 查詢分店庫存僅顯示提示標語，完全沒有分店名稱和庫存列表
2.會員無法登入
3.購物車loading過久

還沒完成就上線是想要由會員幫忙debugging 嗎？體驗非常非常差",1,iOS,,zh
2023-11-08,詹永傑,最新版本釋出更新完畢後，無法使用掃描條碼搜尋商品資訊功能。,5,Android,,zh
2023-11-08,愛許願,沒用過反應這麼慢的線上購物平台。,1,iOS,,zh
2023-11-06,撒隆巴絲,畫面操作時容易卡頓，一卡就卡10幾秒，而且一直無法登陸,3,iOS,,zh
2023-11-05,Isami H,非常不友善不便利不好用的的app 實體卡無法綁定app會員 查不到會員信箱 無法更改個人資料 重新註冊卻說已註冊會員 每個需要填寫身分證及信箱的畫面 一填寫完畢按送出後就整個畫面當機 不優真的不優的程式,1,Android,"Hej, 謝謝你願意花時間讓我們知道你遇到的問題，我們將請相關單位持續優化APP，謝謝。",zh
2023-11-05,makaylachiu,每個連結轉換，跑速慢，購物車跑了5分鐘都還跑不出來…,2,iOS,,zh
2023-11-05,Lillian Lin,篩選功能光是選一個高度就給你轉上一分鐘，都設定完已經過了好久，結果篩選不到商品，改只設定一個條件$20000以下，居然一樣跳出要我用不同關鍵字再試一次，讓人很不想在這買東西！很怒！立馬刪app,1,Android,"Hej, 謝謝你願意花時間讓我們知道你遇到的問題，我們將請相關單位持續優化APP，謝謝。",zh
2023-11-03,李米,網頁總是非常慢,2,Android,"Hej, 謝謝你願意花時間讓我們知道你遇到的問題，我們將請相關單位持續優化APP，謝謝。",zh
2023-10-31,Amber tai,"最近版本 完全無法登入麻煩改善一下
另外提供宜家卡及企業卡給使用者選擇
留的email是同一組情況下 即使選擇企業卡在進行登入 卻會強制變成宜家卡身分？
沒有特別註明容易造成企業卡會員困擾也無法使用優惠 或要另外改資料
如果是系統bug 建議修復或新增提示訊息",1,iOS,,zh
2023-10-29,何瑋翎,需更新商品所有價格,3,Android,,zh
2023-10-28,bfcs bfcs,連會員條碼都看不到的官方app???,1,Android,,zh
2023-10-26,shiuan shiou,一直當在那裡無法使用，點一個選項都需要等很久，這樣是要如何線上購買？,1,Android,"Hej, 謝謝你願意花時間讓我們知道你遇到的問題，我們將請相關單位持續優化APP，謝謝。",zh
2023-10-22,customer_customer,1.已下訂並完成付款，在帳戶資訊的「訂單」列表，卻顯示「0訂單處理中」，要點進去才看到有一張訂單。 2.該訂單明明已付款並包含4樓搬運費用，在訂單下方的付款明細中，卻只顯示產品費用、運費、組轉裝費用、總額。前三項加總並不等於總額，就是少了樓層搬運費的明細。 3.申請帳號過程中，一再出現email地址與宜家卡不合，最後發現僅是因為大小寫不同。（email大小寫並沒有差別吧？）。因並無說明錯誤原因，以致申請過程非常不順利，不知道問題出在哪裡。4已完成購物，購物車卻還保留已結帳的產品，還需要消費者一個一個刪掉才能進行下一張訂單。,1,iOS,,zh
2023-10-22,Y Y,很爛的系統,1,Android,,zh
2023-10-22,Stephen TW,沒見過這麼差的會員設計,1,iOS,,zh
2023-10-21,薛丁格的貓,卡友無法認證Line帳號，註冊一直沒過 爛,1,Android,,zh
2023-10-18,不能翻轉阿,我是不懂弄個會員卡是要多麻煩，好 我去網頁申請完，然後在綁定都沒問題，然後app裡面沒有會員條碼跟QR CODE之類東西，原來是還要申請數位卡，好笑的是還要透過LINE去申請，申請確給我說無法取得我的登入資訊，前面步驟就已經讓人疲勞了，我隨便載個美食集團app再申請會員，都不可能這麼費工。,1,iOS,,zh
2023-10-16,Jean Hello?,"給IKEA網路訂購中心，非常爛、沒有責任感
沒送貨不用通知？客服也聯繫不到

我這邊是租屋仲介，幫外國租客訂了床組
晚上的時間區段只能選5-9點
司機5點打來跟我說他到了
我跟他說我客人下班要7點後才會到，他說好
結果7點我打給他，他說他今天不會送了
明明送貨時間就是5-9點之間
重點是客服也沒打給我通知？！！
然後一個那麼大的公司
送貨時間到9點
客服6點半就下班了完全聯繫不到
沒送貨過來不用打來通知？！

IKEA線上訂貨的司機和客服素質非常差
請大家注意",1,iOS,,zh
2023-10-14,Hansen Chien,比網頁還難用的程式之一，而且狀態的訊息可能是不正確的,2,Android,,zh
2023-10-13,Ashley Bai,結帳結了五次還沒成功，瀏覽商品頁面也是跑得超級慢，如果想要做網路生意，請加油好嗎？這樣的速度真的讓人很沒耐心,1,iOS,,zh
2023-10-11,Hou-Yi Lee,申請會員帳號的過程，app卡到爆炸,1,Android,,zh
2023-10-10,rileied,頁面設計美觀，但使用起來阻礙重重，網頁還比較好用,2,iOS,,zh
2023-10-09,陳小喵,1.購物車常常查無商品，要更新很多次才能顯示。 2.APP的顯示速度很慢。 3.希望APP能查看購物清單。,3,Android,,zh
2023-10-05,Enya Chen,我超少留負評，但這個app真的慢得要死，優惠券跳半天跑不出來,1,Android,,zh
2023-10-04,吳銘宗,不知道在鬼打牆什麼的，帳號密碼忘記要我去更新資料，更新後再輸入忘記密碼還是說我帳號未認證要去更新資料？難怪評價連三顆星都不到…,1,Android,,zh
2023-10-04,許 Hsu泓儒 Ruken,很好的資訊 準備訂購床鋪 謝謝,5,Android,,zh
2023-10-02,meng yen wu,帳號密碼正確但是一直顯示錯誤,1,Android,,zh
2023-09-28,AB Tester,非台灣國籍人士，有Ikea會員，並不能使用此A P P,1,iOS,,zh
2023-09-27,plaaka,真的很傻眼，一直閃退，而且還會頻閃，用iphone這麼久第一次遇到這種app,1,iOS,,zh
2023-09-27,JISHA LEE,9/27：如果不是我自己追蹤，這張單還是會跟上一次一樣。9/21下單，9/24才給我訂單確認，9/26才出貨，我去詢問之後才給我訂單確認，出貨又花了兩天，兩件小東西，一個禮拜還收不到！app上也看不到進度。請問app是幹嘛的？然後你們做事的速度跟真的如同歐洲人一樣慢慢慢嗎？（舊：4/19下單一筆含運費197元的訂單，遲至今日才看到訂單確認？然後又說已經出貨了？詢問為什麼不處理訂單，也沒有得到回覆！是怎樣？訂單金額太少，不屑處理嗎？一顆星都不想給！）,1,Android,"Hej, 謝謝你願意花時間讓我們知道你遇到的問題，為了確認你遇到的狀況，請來信至: onsales@ikea.com.tw 提供訂單編號，我們將盡速為你確認。謝謝。",zh
2023-09-25,Hong Shihan (E50),Ikea,3,Android,,unknown
2023-09-20,猜火鍋,線上購物寄來後會缺少商品,1,iOS,,zh
2023-09-17,selina翎,網頁版無法搜尋，用App根本打不開⋯,1,iOS,,zh
2023-09-10,TerbieLiu,"有會員，但怎麼也無法登入進去，只好用訪客模式購買。
第一次信用卡連線扣款失敗，先前填的所有資料都消失，沒有設置「換個付款方式？」的路徑，只好全部資料重填（姓名、Email、手機、地址、運送方式等）；第二次，換了張信用卡，但Mastercard 點成VISA，按上一步的按鈕，一樣全部重填；第三次才成功。
這個App的容錯率也太低了吧，一有失誤，完全無法回到上一步，所謂：步步為營。",1,iOS,,zh
2023-09-07,daniel1420,"1、目前沒有支援安全登入
2、有些項目點進去沒反應，例如我想看層架組，有的可以看，有點沒反應
3、跟網頁版不同步，我在網頁版已經結帳完成，app的購物車還有我要買的產品，得一個一個刪除。
4、app讀取訊息很慢，也沒有其他選項可以把訊息設定成已讀，就算看過，總訊息數目也不會變少
5、看過往訂單都在轉圈，網頁版一點就有
和有其他細部的問題，請你們完善這個app，不然還不如用網頁版。",3,iOS,,zh
2023-09-05,小林 NO.5,App 根本不能使用 閃退,1,iOS,,zh
2023-09-04,下單爸爸,綁定完登入一直跑圈圈 無反應 app真的做的很糟,1,iOS,,zh
2023-09-02,寧80790,有夠爛的app，一直轉圈圈啥也看不到,1,iOS,,zh
2023-08-31,Ann5340,通知的部分無法選取「全部閱讀」,4,iOS,,zh
2023-08-31,xiaxia0220,沒辦法線上購物，差！,2,iOS,,zh
2023-08-28,ANN,會員查個密碼也無法，有夠爛,1,Android,"Hej, 謝謝你願意花時間讓我們知道你遇到的問題，為了確認你遇到的狀況，請來信至: onsales@ikea.com.tw提供帳戶資訊，我們將協助為你處理，謝謝。",zh
2023-08-27,皇家商,"1.帳戶裡面的通知要增加「全部已讀」的功能
2.要在首頁的地方增加「會員條碼」的功能給店員刷，不然會員條碼還要打開另外的app Line給店員刷？
3.要在第2點「會員條碼」的地方新增「手機條碼」
4.速度還可以是沒有到很慢，就是往上滑往下滑會卡一下卡一下",4,iOS,,zh
2023-08-25,阿瑞（Verey fat）,"剛下載加入註冊，app通知1113條通知整個卡住，智障app,",1,Android,,zh
2023-08-25,原味咖哩棒,要申請宜家卡時填資料，輸入手機號碼後就卡住了，只能回上一頁,1,Android,"Hej, 謝謝你願意花時間讓我們知道你遇到的問題，為了確認你遇到的狀況，請來信至: onsales@ikea.com.tw提供帳戶資訊，我們將協助為你處理，謝謝。",zh
2023-08-23,斗斗兒,最近才下載的，帳號密碼都沒錯，就只看到登入小點點一直跳，完全登不進去,1,iOS,,zh
2023-08-21,🤬別問,想要登入後才發現當初e-mail資料填寫錯誤，請問是否能夠更改？,5,iOS,,zh
2023-08-21,opqqwe,"每次想看有什麼新品 app都找不到
都要去網路查詢點連結才會到APP
想問真的有試用過這個程式符合客人的需求嗎？",1,iOS,,zh
2023-08-19,陳宗昇,應該要懲罰所有ikea員工QA這個App一整天，難用到懷疑人生，買兩個小東西花了一個小時的時間，使用錯的支付方式還不能取消訂單,1,Android,,zh
2023-08-15,Jannie3333,寫資料程式一直不動，有點爛,1,Android,,zh
2023-08-11,Sam Tsai,已是卡友且綁定官網，app還是顯示無效帳號,1,Android,,zh
2023-08-11,把爺,"你們是花50元外包給國中生寫的嗎？
一堆Bug、超級卡頓、還有上千封訊息根本打不開，
本以為花旗銀行App爛到出名就是我用過最爛的App了，沒想到IKEA居然還略勝一籌，厲害啊厲害

這種App建議不要再Maintain了，砍掉重練比較快啦，放上去給使用者用也是被罵而已。",1,iOS,,zh
2023-08-09,Enzoˊ_>ˋ*,"慢就算了還一堆漏洞
購物車app/網頁版不同步
app連結404(Page not found )
集點卡兌換也陷入跳轉鬼打牆",1,iOS,,zh
2023-08-08,一直逆稱重復*,什麼時候更新訊息一件閱讀還有刪除舊資訊,2,iOS,,zh
2023-08-07,Jack Lee,不穩定，沒法登入。,3,Android,,zh
2023-08-07,蔡坤益,註冊申請會員 太難...是我網路太爛還是 你們公司的伺服器太爛....除了卡還是卡,1,Android,,zh
2023-08-05,takedazii Chang,很難用，首先是境外不給刷卡，刷卡失敗後就不能處理了，卡三筆訂單在那邊無法刪除也無法處理。,2,Android,,zh
2023-08-05,吳峰峰,笑死，打完手機，開始卡畫面，真的太遜了,1,Android,,zh
2023-08-04,RuRu Fan,系統設計有問題，辦帳號無法設密碼一直重複無限迴圈，直接放棄，上來看評論發現很多因為都這樣給負評....非常不好用的app,1,Android,,zh
2023-07-28,Richard Yu,整個操作上可以再加強流暢度，加入品項後，居然沒有辦法在第一時間內顯示已經加入購物車的品項，還需要更新個幾次才出現，看到舊有的品項出現，看來應該是後台處理資料速度的問題，麻煩向PCHOME、MOMO、蝦皮購物這些業者看齊。 另外，更改品項數量的時候，建議改用下拉式選單，不然，每加一個就要等待更新一次，整體使用體驗其實蠻糟糕的。唯一可取之處，大概就是登入後，帶入會員資料蠻迅速、對於取貨地點的預判這一塊，可以加分。 加油吧！,3,Android,,zh
2023-07-25,喵小月,好當哦！ 辦個會員得要重開多次 怎麼這麼當！,1,Android,,zh
2023-07-24,張學娣,照著步驟填資料、app登入顯示不是會員，重新再次用又顯示已經是會員。到底怎麼樣？爛透了。還是去現場買，第一次app爛透了。比賣場糟糕,1,Android,,zh
2023-07-22,Silas Liang,通知無故出現數千筆未讀，一一按下後最終還是顯示一筆未讀，還無法一次刪除，是在捉弄人嗎？,2,Android,,zh
2023-07-21,Bambishika,"輸入帳號密碼登入運轉速度堪稱輪迴
忘記密碼功能直接沒反應
宜家這麼大的公司，這app真的可以回收了
可以公布一下那家公司開發的嗎？",1,iOS,,zh
2023-07-20,Han,連會員條碼都沒有，啊裝這個是裝辛酸的哦？爛到丟臉你們不覺得嗎？,1,Android,,zh
2023-07-19,鴨馬鹿,如題，各家廠商、購物平台的APP都有會員條碼功能，以利客戶直接開條碼給店員掃描，但貴司長期都不願設計此功能，導致結帳速度緩慢，還要開Line的好友才能掃會員條碼，很跟不上時代，難怪APP評價那麼低，好像沒有要吸引客戶使用APP的動機和意圖。,1,iOS,,zh
2023-07-15,Breakryu,"點選忘記帳號，輸入身分證及生日，進去顯示我的郵件
點選忘記密碼，輸入身分證跟郵件帳號，畫面顯示身分證帳號與郵件不匹配，連登入都無法，推廣啥？",1,iOS,,zh
2023-07-12,Peng1982,"為何從app使用宜家卡的身分證字號與電子信箱無法登入？使用官網登入就可以？

還有我是卡友同時也是官網會員有什麼關係嗎？能不能把同一個人的帳號合併？然後一直要人去更新資料也沒用，光是登入就浪費1小時，還是無法使用直接刪掉app真的不要開發這樣的東西就上架好嗎？",2,iOS,,zh
2023-07-08,吐司貓,只想紀錄一下想買什麼，一直鬼打牆要辦卡，好了後又不給設定密碼，又無法登入？？？？,1,Android,,zh
2023-07-08,Yogi Chou,設新帳號，收到確認電郵，已經設定密碼確認，但是仍無法登入。選了忘記密碼，重新設定密碼還是一樣：「用戶名稱和密碼無效」，無法登入。而且每一步驟都非常慢（超過15秒），不知道現在還有反應這麼慢的App，不知要怎麼登入使用了，就算了，不買了。非常不好用的App！,1,iOS,,zh
2023-07-07,Fengyi Lo,我覺得IKEA存心不想做網購，app太難用了,1,Android,,zh
2023-07-07,Ady Lin,要進行「卡友綁定官網會員」時，資料輸入後按確認送出，但卻毫無反應！,1,iOS,,zh
2023-07-04,莊景涼,煩雜,3,Android,,zh
2023-07-02,花澤田,想要進行帳號認證綁定官網會員，但畫面的根本不會跑，無反應過於遲鈍,2,iOS,,zh
2023-06-29,林群為,我喜歡看家具,5,Android,,zh
2023-06-27,iamttpc,"APP運作好慢跟IKEA官方網站一樣慢，每次使用都覺得很痛苦😭😭😭😭

期盼你們能改善🙏🙏",1,iOS,,zh
2023-06-26,周書弟（choushuti）,身心靈是3魂7魄最適合！何必太在意都當是休息！周書弟想存活到60歲以上後人類再死亡！ 今周書弟醒過來一點點查林鴻儒相關聯絡的靈魂鏡這次投胎人類已清楚事實真相於西元2004年7月以後同民國93年7月以後在台灣省新北市永和區中興路10巷5弄3號5樓房間101號‘’水泥雅房（是鋼筋水泥隔著每間房間共用馬桶衛浴設備）‘’是戶籍地址宜蘭市慈安路49巷35弄4號1到4樓一整棟透天厝的林鴻儒工作室老闆租江成業（台灣省警察之友協會及靈骨塔墳墓土地買賣老闆）持有的不動產給員工周書弟身心靈被遙控用酒精和火材盒共5秒內要找到後要打開大塑膠置物箱並點燃火燒蚊帳和棉被等並遙控擊碎天花板電燈監視器，周書弟不會放火燒死自己因解決不了為何自己要投胎成人類？因與林鴻儒不真愛我周書弟生不出小孩的問題，？但周書弟跟中和烘爐地廟內神明求會想要真愛自己的好男人才生的出小孩有父母的愛生養教育而自己愛養小孩不讓別人養，不然寧願自己周書弟打手槍，因從國小開始到東吳大學唸法律系夜間部大三87年暑假周書弟才真正的跟東吳大學商管學院資訊系日間部大三87年暑假林鴻儒在台北市中正區西寧南路219號2樓‘’木板雅房（是木板隔著每間房間共用馬桶,3,Android,,zh
2023-06-24,Rilakココ,垃圾app 操作無反應,1,Android,,zh
2023-06-15,Chloe Wu,如大家評分的一樣，APP非常慢,1,Android,,zh
2023-06-12,sunny🥰🥰🥰🥰,"不管刪掉重下載app還是重新關機
不管怎樣就是無法登入
講真的用到不想再用了
試了半年有了吧🥲",3,iOS,,zh
2023-06-12,Chi Ho,1. 在瀏覽器打開商品連結會直接導引到app，可是app開啟商品頁面速度比瀏覽器慢。 2. app裡沒辦法看到商品的顧客評價。 3. 有些商品瀏覽器找的到，但是app找不到。 目前的使用經驗覺得app實在是很多餘，希望可以改善,2,Android,謝謝你的評論，我們會將你的意見轉達給相關部門並持續進行優化。,zh
2023-06-05,Wen Cheng Liu,今天登入時輸入密碼錯誤，以為忘記密碼而選取密碼重設，但連結的畫面跟本無重新設定密碼的選項，致無法設定新密碼無法登入。,1,iOS,,zh
2023-05-29,小鹿麟子,填寫註冊資料與結帳流程容易卡頓 常常不知道是自己沒按到下一步還是系統在卡… APP適用度有待加強,3,Android,謝謝你的評論，我們會將你的意見轉達給相關部門並持續進行優化。,zh
2023-05-25,HoMix,爛貨運 值得我給第六顆星 送給你,1,Android,,zh
